0	7	14	21	28	35	42	49	56	63	70	77	84	91	98	105	112	119	126	133	140	147	154	161	168
-0.261008441	-0.413713872	0.105467618	0.386424363	0.481380194	0.472137213	0.41264838	0.245592371	0.09591502	0.024061045	-0.202711344	-0.332007587	-0.386766225	-0.125240147	0.093223825	0.223359913	0.264044792	0.242829457	0.276411921	0.150476113	0.10336037	-0.002417867	0.008697352	-0.136720002	-0.097799875
-0.14229694	-0.449483365	0.035891112	0.395003527	0.404170692	0.306363225	0.253219724	0.214345634	0.141954228	0.102819547	-0.011939419	-0.245422423	-0.167722061	-0.087747671	0.175632387	0.313107967	0.359393269	0.359542698	0.239498228	0.247583926	0.190211892	-0.395389974	0.013571451	-0.029688234	-0.024413072
-0.361174196	-0.398260146	0.183540389	0.322166801	0.353283018	0.307255477	0.210192099	0.18407625	0.076594211	-0.082950272	-0.163410202	-2	-0.306242734	-0.076615796	0.111290023	0.097539604	0.16018945	0.189953789	0.229698077	0.083996356	0.017861085	0.19114618	-0.025248172	-0.012342709	-0.060038351
-0.171322078	0.026000056	0.335334718	0.445083112	-0.047326606	0.389133602	0.285160691	0.235594094	0.054165069	0.034170419	-0.074436955	-0.229612619	-0.272250652	-0.055164687	0.145531803	0.265468478	0.253499091	0.205719829	0.247896388	0.140437037	0.077341065	0.041693762	0.051261161	-0.007432429	0.017903714
-0.128378272	0.097895213	0.76742512	0.7534374	0.465849787	0.271458358	0.051642306	0.069464013	-0.154546619	-0.111904033	-0.147508442	-0.232698634	-0.054970656	0.23171106	0.404957086	0.40911907	0.269206405	0.1911048	0.116498001	-0.015724201	-0.01915893	-0.092112042	-0.155032486	-0.085495703	0.05925234
-0.332716465	-0.442176193	0.04028789	0.244937673	0.419182479	0.309399456	0.169028178	-0.009960188	-0.056028701	-0.211153284	-0.32209903	-0.471348047	-0.403116614	-0.177989781	0.094464682	0.193559587	0.212519616	0.152424485	0.078929536	-0.011502717	-0.031755321	-0.100051671	-0.147002667	-0.205725014	-0.186582223
-0.626464307	-0.195005164	-0.225903392	-0.203233853	-0.093471438	-0.021700641	-0.001305292	0.013656497	-0.053370725	-0.104577608	-0.199905142	-0.320909709	-0.427457631	-0.524002731	-0.343142957	-0.194408491	0.108526327	0.13271302	0.166004896	0.187032297	-0.192250982	0.088714883	-0.008176045	-0.097849973	-0.159158811
-0.547874153	0.159112558	0.264982849	0.103213847	-0.315707177	-0.375526279	-0.57065779	-0.464383692	-0.662931025	-0.600908637	-0.588167846	-0.247255981	0.041196059	0.2975097	0.41585663	0.289155483	0.228372857	-0.008491534	-0.110131763	-0.146872714	-0.564230025	-0.44346866	-0.420435518	-0.241343439	-0.002622176
-0.050791036	0.000956313	0.35929364	0.219369456	0.019105472	-0.100614443	-0.192028135	-0.135998696	-0.215462133	-0.240663812	-0.140861139	0.016124573	0.186435163	0.316447109	0.245454148	0.174056277	0.09360569	-0.061820459	-0.167591631	-0.12690714	-0.189439043	0.007341196	-0.124648325	0.009681965	0.083486132
-0.108963914	-0.093629956	0.230417043	0.185940921	-0.082288876	-0.340164602	-0.406686992	-0.347003877	-0.373318285	-0.280322522	-0.057057094	0.12697123	0.272830188	0.246985376	0.229844645	0.147920147	0.030228505	-0.127153486	-0.219544321	-0.249825746	-0.211363003	-0.645381331	-0.113257796	-0.01604815	0.093300216
0.391231537	0.30029586	0.079692386	-0.039882191	-0.136558101	-0.396512449	-0.493528903	-0.529775024	-0.439318985	-0.390397638	-0.376102209	-0.216355279	-0.079343624	0.06066303	0.090337642	0.020190164	-0.118736059	-0.177007288	-0.299615145	-0.423520654	-0.321638465	-0.475216478	-0.134103298	-0.024472168	0.030987602
-0.1029405	-0.017057043	0.21278438	0.16919671	-0.044607848	-0.186187044	-0.285206527	-0.312780976	-0.325616211	-0.302472234	-0.204254895	-0.078846708	0.072279178	0.163445741	0.206353724	0.16333659	0.021281473	-0.067011841	-0.195260629	-0.219541699	-0.308353007	-0.104656197	-0.089806482	0.023197619	-0.002515596
-0.528408229	-0.199607	-0.203515455	-0.031837624	0.053993244	0.175566703	0.234614134	0.279652387	0.248504177	0.291557163	0.19393611	0.140251428	0.03935479	-0.094330087	-0.147523016	-0.124566518	0.031031083	0.095678456	0.239560351	0.222409695	0.211689353	-0.044843797	0.151345387	0.073726147	0.040182464
-0.226883635	-0.327361286	-0.016685344	0.23153618	0.346209258	0.382618964	0.274404317	0.230515197	0.030899713	-0.095784068	-0.223611474	-0.481518745	-0.332795113	-0.159375846	0.090074882	0.191620201	0.246327981	0.217312306	0.179990798	0.116350696	0.028237158	0.061419562	-0.079037517	-0.072862513	-0.099947713
-0.269748807	-0.320059121	0.478093624	0.662676811	0.505421162	0.342006773	0.307050973	0.285125196	0.14966929	0.103981741	-0.005210815	-0.020416951	-0.190135106	0.069307096	0.435691595	0.440922141	0.407880426	0.383572251	0.333937794	0.304264039	0.115732029	0.018099561	0.05412988	-0.037924882	0.036462676
-0.249790281	-0.334398806	-0.015984334	0.323748142	0.382154137	0.281484634	0.168376103	0.003260133	-0.10107778	-0.329384625	-0.266177833	-0.285255164	-0.290455312	-0.134557575	0.039474785	0.115559354	0.163793087	0.095109008	0.023750881	-0.036989328	-0.054360915	-0.183716714	-0.128099084	-0.245942652	-0.140465006
-0.271157652	-0.221144855	0.181580722	0.376696199	0.330357611	0.222587079	0.089502454	-0.05512213	-0.138606146	-0.104864627	-0.176172212	-0.264231175	-0.173796475	-0.057637025	0.060632233	0.095457889	0.085270204	0.047320791	0.011366009	-0.002074972	0.011614429	0.054236177	-0.092989206	0.021209445	-0.0857272
-0.120053642	-0.305707246	-0.091214515	0.173683733	0.295810312	0.339157343	0.267953068	0.08395531	-0.017014829	-0.090685472	-0.150859371	-0.276191622	-0.259034008	-0.12300124	0.09115985	0.180917442	0.18678318	0.205611557	0.157064617	0.08813563	0.080217883	-0.078092426	-0.044114869	-0.059550114	-0.114871271
-0.377925336	-0.382928014	-0.218540713	-0.029934101	0.098953217	0.170140147	0.197712675	0.209117472	0.120970137	0.093684934	0.011270274	-0.222300679	-0.265965283	-0.270258039	-0.133891463	-0.074620001	0.084156327	0.145584673	0.163843364	0.159764126	0.148808509	0.106772751	0.075409442	0.097853638	-0.038364872
-0.051287111	-0.116284676	0.144721553	0.281260282	0.313265383	0.236479059	0.116258927	-0.015031413	-0.089994147	-0.112172805	-0.165223271	-0.207636029	-0.156348854	-0.055063356	0.087715507	0.167406231	0.154518843	0.06211995	0.062233727	0.008662946	-0.015130763	0.100684717	-0.020074084	-0.012438702	-0.041727062
-0.13378571	-0.099154867	-0.200238451	-0.243352711	-0.032966573	0.071052849	0.120220974	0.076858051	0.111143544	0.09444344	0.112795308	-0.113959938	-0.542749167	-0.108535931	-0.144686639	-0.13765569	0.004242987	0.012073433	0.020039506	0.084515184	0.022002127	0.246507406	-0.026032079	-0.150979593	-0.055283215
-0.059001491	0.037787151	-0.140616924	0.136705831	0.350649446	0.168576852	0.137795419	-0.049586531	0.017728651	-0.057248075	-0.084724538	-0.14904277	-0.069335692	-0.152435213	0.013381984	0.079544209	0.127959132	0.113208547	0.086773649	0.04164936	0.063888378	-0.370443165	-0.004329765	-0.076468028	-0.045934916
-0.73122412	-0.80106473	0.215887055	0.570929945	0.570328414	0.44917208	0.187039733	0.092985459	-0.149590313	-0.241625816	-0.548390269	-0.703402698	-0.709338665	-0.369165659	0.090323135	0.288228154	0.292847723	0.127191693	0.046914268	0.013291763	-0.066357464	-0.359861255	-0.302822024	-0.340896338	-0.262001038
-0.059735335	-0.123748131	-0.020930728	0.07960783	0.149117306	0.184446633	0.21371384	0.153707475	0.160103619	0.061671943	0.028272426	-0.064548001	-0.173527107	-0.10296727	0.011874949	0.029131688	0.097069897	0.071475871	0.144788176	0.085214302	0.047728047	0.197525293	0.038926918	-0.090654947	0.055395939
0.001263776	0.023953468	-0.07255204	-0.115501352	-0.291859001	-0.221097261	-0.257348299	-0.20692575	-0.152967826	-0.122913316	-0.053418119	0.03798382	0.108527295	0.189356715	0.095332578	0.028825805	-0.093040355	-0.215898499	-0.289260596	-0.252331674	-0.251963764	-0.062080853	0.010365243	-0.0042092	0.034645788
0.098752655	-0.090769276	0.359138727	0.508497715	0.554744721	0.312428176	0.146134839	0.136203453	0.099223182	-0.09230189	0.002509164	-0.126121059	-0.142908081	-0.001909659	0.27907747	0.398300022	0.309900612	0.284277707	0.072491199	0.347220749	0.112425283	-0.034457523	0.022086866	-0.16941677	0.019838398
-0.145552442	0.041135453	0.168221772	0.164421827	-0.00999984	-0.269118637	-0.436749965	-0.412881047	-0.244026288	-0.058462381	0.075009786	0.242420465	0.320137352	0.340851218	0.188930243	0.071923532	-0.113395907	-0.21675843	-0.309252501	-0.28416875	-0.125431225	-0.187249214	0.071008623	0.111275315	0.195005
-0.293836206	-0.198888898	0.51728785	0.764866293	0.685266972	0.426827341	0.247259364	0.143829465	0.042119294	-0.08796522	-0.22611928	-0.302058041	-0.402845085	-0.069165885	0.235873684	0.301268905	0.276162058	0.118335918	0.13064073	0.058032554	0.09530627	-0.055153668	0.023910105	0.011409885	-0.043608654
-0.153995946	-0.223077118	0.088736825	0.303675801	0.319170833	0.341861546	0.197655574	0.122791842	0.037738361	0.00049471	-0.110754162	-0.14551267	-0.228144795	-0.12165007	0.079100661	0.140473723	0.180857807	0.145850435	0.172079966	0.061698038	0.099548399	-0.062482022	-0.027691523	-0.114198163	-0.085876577
0.061506115	-0.050017618	0.123071298	0.255674541	0.436743677	0.388020784	0.316457003	0.316669971	0.217809543	0.117512442	-0.036730222	-0.112531424	-0.165591523	-0.051728435	0.152355045	0.089354515	0.184513226	0.23685126	0.230471566	0.180058658	0.121893495	0.050492562	0.083813362	0.023640236	0.032538481
0.052016553	0.041850306	0.134010047	0.10125605	-0.139197603	-0.265349329	-0.370102614	-0.322012842	-0.333525151	-0.21793212	-0.137519956	-0.099788986	0.015998794	0.029277243	0.071994335	-0.072374396	-0.189110071	-0.303712577	-0.351166546	-0.23325555	-0.177582309	-0.180057347	-0.050795052	0.10979598	0.136593044
-0.282048553	0.061356232	-0.066437304	-0.210496366	-0.35823372	-0.508551836	-0.581361949	-0.482129365	-0.574087024	-0.511709034	-0.566438675	-0.255206615	0.192176223	0.401102036	0.410587132	0.271864504	0.165645883	-0.107916497	-0.279663742	-0.372673839	-0.466891319	-0.531478941	-0.328585595	-0.024213798	0.114902087
-0.137327358	-0.254936069	-0.314887077	-0.271723092	-0.139066905	0.028615831	0.188462243	0.205004782	0.225594193	0.257105976	0.259510696	0.190551102	0.099700116	-0.028219314	-0.097297728	-0.096490659	-0.058561873	0.008702071	0.202590868	0.167304069	0.2551094	-0.024231972	0.115087897	0.090764269	0.039311897
-0.298007369	-0.393686771	-0.260683447	-0.117103308	0.063746467	0.085385561	0.173835397	0.106249459	0.13468799	0.09484496	0.097470693	-0.038533207	-0.118245862	-0.170326531	-0.161039233	-0.043596577	-0.026778143	0.05292099	0.129915491	0.147964001	0.19613871	-0.11118146	0.123776443	0.050553396	-0.0090997
-0.12481302	-0.217114508	-0.183609873	-0.013131659	-0.063472614	0.088472039	0.143885702	0.068188854	0.214444324	0.191663951	0.168763354	0.107593507	-0.006396391	-0.069220737	-0.121554546	-0.084190451	0.019785076	0.084612936	0.137469858	0.145475358	0.185225129	0.145310119	0.11880371	-0.023819873	0.010193842
-0.110631146	-0.130249217	0.036638342	0.188163787	0.222491637	0.142339706	0.056403413	-0.058968693	-0.031936687	-0.208846584	-0.171534047	-0.258838534	-0.185436279	-0.045443676	0.043901131	0.146794006	0.106916301	0.00779182	-0.027463328	-0.073456779	-0.06874267	-0.195694014	-0.188141704	-0.247967079	-0.084527791
0.179190978	0.074443273	0.377944648	0.449706614	0.264231592	0.17535378	0.101843581	-0.120662101	-0.135896221	-0.194754317	-0.020171531	0.096263334	0.298798561	0.282124132	0.352238834	0.355817169	0.152354062	0.079036713	-0.008405963	-0.013886014	-0.034930367	0.096176721	-0.026810136	0.050108329	0.147454396
0.145404324	0.075388812	0.111376122	0.095094331	-0.027269211	-0.207382038	-0.2876091	-0.262587279	-0.245557681	-0.119764224	0.026804833	0.099675752	0.16899401	0.131297886	0.121721536	0.004263238	-0.109190293	-0.164285541	-0.176921234	-0.258119643	0.123918839	-0.153585672	0.519792616	-0.110297412	-0.006542556
-0.165498033	-0.205063343	0.045389958	0.255732596	0.267007083	0.211781561	0.0743258	-0.0306149	-0.096703969	-0.158357844	-0.361160368	-0.263000637	-0.274266869	-0.163793147	0.046690732	0.114594221	0.082034469	0.038171958	-0.005406404	-0.044439837	-0.06727691	-0.100201517	-0.125839368	-0.226862207	-0.147009894
